"ID";"method";"file";"N";"M";"DIST";"dist_obj";"means_obj";"sd_obj"
"T7V6J2K8";"k-means-exchange";"N210_M1_normal_T7V6J2K8";210;1;"normal";8498.97112573459;1.10608868397755e-06;0.174447983675483
"T7V6J2K8";"kplus";"N210_M1_normal_T7V6J2K8";210;1;"normal";8545.43852146872;1.66508120022189e-05;3.53657080198744e-06
"T7V6J2K8";"random";"N210_M1_normal_T7V6J2K8";210;1;"normal";8479.71696361554;0.166383273619514;0.23262369195545
"U1V9F4I0";"ace-exchange";"N30_M3_uniform_U1V9F4I0";30;3;"uniform";95.2034323469892;0.0135318883927541;0.045893816240492
"U1V9F4I0";"k-means-exchange";"N30_M3_uniform_U1V9F4I0";30;3;"uniform";94.5443263365326;0.0144810335400205;0.0967367409590617
"U1V9F4I0";"kplus";"N30_M3_uniform_U1V9F4I0";30;3;"uniform";94.7719803788905;0.0095383106187607;0.0257124669225051
"U1V9F4I0";"random";"N30_M3_uniform_U1V9F4I0";30;3;"uniform";89.2018306946111;0.220470219866062;0.0595855371531231
"V0J4L7Y8";"ace-exchange";"N60_M4_uniform_V0J4L7Y8";60;4;"uniform";433.825810914934;0.014807604442467;0.0213074402124901
"V0J4L7Y8";"k-means-exchange";"N60_M4_uniform_V0J4L7Y8";60;4;"uniform";430.71088838047;0.00615050016494935;0.0726382586512456
"V0J4L7Y8";"kplus";"N60_M4_uniform_V0J4L7Y8";60;4;"uniform";433.117835969738;0.00633870920864864;0.014364193143219
"V0J4L7Y8";"random";"N60_M4_uniform_V0J4L7Y8";60;4;"uniform";417.550733018355;0.141743778836099;0.0283209050635336
"V4Y5N3Q0";"ace-exchange";"N60_M3_normal-wide_V4Y5N3Q0";60;3;"normal-wide";2576.42624474699;0.136019139655948;0.300122307515425
"V4Y5N3Q0";"k-means-exchange";"N60_M3_normal-wide_V4Y5N3Q0";60;3;"normal-wide";2555.69788973709;0.023600117061362;0.541842701719004
"V4Y5N3Q0";"kplus";"N60_M3_normal-wide_V4Y5N3Q0";60;3;"normal-wide";2558.3243100317;0.0769377609093752;0.0161506457725569
"V4Y5N3Q0";"random";"N60_M3_normal-wide_V4Y5N3Q0";60;3;"normal-wide";2541.71929024268;0.410320001136631;0.587166118245864
"W7V4C2J3";"ace-exchange";"N60_M1_normal_W7V4C2J3";60;1;"normal";635.048141728794;0.0204017724993726;0.032616879138902
"W7V4C2J3";"k-means-exchange";"N60_M1_normal_W7V4C2J3";60;1;"normal";628.935689918883;0.000165028877787181;0.197583841788606
"W7V4C2J3";"kplus";"N60_M1_normal_W7V4C2J3";60;1;"normal";616.581162454598;0.000544121021989329;0.000326555768631609
"W7V4C2J3";"random";"N60_M1_normal_W7V4C2J3";60;1;"normal";621.195969933943;0.305710573637778;0.195564950612483
"W9Q8A2M3";"ace-exchange";"N30_M3_normal-wide_W9Q8A2M3";30;3;"normal-wide";585.664614536536;0.133558986421513;0.677379890594765
"W9Q8A2M3";"k-means-exchange";"N30_M3_normal-wide_W9Q8A2M3";30;3;"normal-wide";579.192707006769;0.0652853891307161;0.658861572810925
"W9Q8A2M3";"kplus";"N30_M3_normal-wide_W9Q8A2M3";30;3;"normal-wide";580.322468642638;0.259021323745623;0.0640116173020715
"W9Q8A2M3";"random";"N30_M3_normal-wide_W9Q8A2M3";30;3;"normal-wide";565.756937345995;0.558673726677897;1.157875880598
"X2U5H1P4";"ace-exchange";"N120_M2_normal_X2U5H1P4";120;2;"normal";4087.77872577635;0.0387850710488341;0.093412172566813
"X2U5H1P4";"k-means-exchange";"N120_M2_normal_X2U5H1P4";120;2;"normal";4036.41876290274;0.00156010119228574;0.36702615326379
"X2U5H1P4";"kplus";"N120_M2_normal_X2U5H1P4";120;2;"normal";4061.20353558917;0.00138290921398831;0.00120098823271064
"X2U5H1P4";"random";"N120_M2_normal_X2U5H1P4";120;2;"normal";4054.64940830089;0.221396380476951;0.201605912591936
"X3P5B8W7";"ace-exchange";"N30_M4_normal_X3P5B8W7";30;4;"normal";405.949813732034;0.104817634944337;0.227609574094394
"X3P5B8W7";"k-means-exchange";"N30_M4_normal_X3P5B8W7";30;4;"normal";401.992420836079;0.0634604156028955;0.332390552623029
"X3P5B8W7";"kplus";"N30_M4_normal_X3P5B8W7";30;4;"normal";402.803744819209;0.131651894765097;0.0893338665262056
"X3P5B8W7";"random";"N30_M4_normal_X3P5B8W7";30;4;"normal";366.872104095502;0.842483647237289;0.511277533461689
"X5C6F9G4";"ace-exchange";"N60_M4_normal-wide_X5C6F9G4";60;4;"normal-wide";3166.57642496197;0.0880014224472356;0.440913085747474
"X5C6F9G4";"k-means-exchange";"N60_M4_normal-wide_X5C6F9G4";60;4;"normal-wide";3139.63130437416;0.0380967145039853;0.694830082934365
"X5C6F9G4";"kplus";"N60_M4_normal-wide_X5C6F9G4";60;4;"normal-wide";3152.96878950703;0.0815238970232947;0.0301244588217984
"X5C6F9G4";"random";"N60_M4_normal-wide_X5C6F9G4";60;4;"normal-wide";3089.85939665483;0.831338922698912;0.357538466776991
"X8H1Q2B7";"ace-exchange";"N120_M1_normal-wide_X8H1Q2B7";120;1;"normal-wide";5189.95046551581;0.0162175277050206;0.0814288876221037
"X8H1Q2B7";"k-means-exchange";"N120_M1_normal-wide_X8H1Q2B7";120;1;"normal-wide";5141.16790508392;3.4046962988761e-05;0.353780168712567
"X8H1Q2B7";"kplus";"N120_M1_normal-wide_X8H1Q2B7";120;1;"normal-wide";5150.77505655839;0.000270447251747248;6.20517128204767e-05
"X8H1Q2B7";"random";"N120_M1_normal-wide_X8H1Q2B7";120;1;"normal-wide";5161.31892628827;0.288193413133375;0.082246295571329
"Y5Z0U8J1";"ace-exchange";"N60_M2_normal_Y5Z0U8J1";60;2;"normal";1056.96610528293;0.053819524506819;0.0898807758706154
"Y5Z0U8J1";"k-means-exchange";"N60_M2_normal_Y5Z0U8J1";60;2;"normal";1044.3922017278;0.00248109842104863;0.254528350860023
"Y5Z0U8J1";"kplus";"N60_M2_normal_Y5Z0U8J1";60;2;"normal";1045.95769789508;0.00945251794066714;0.00590639228258527
"Y5Z0U8J1";"random";"N60_M2_normal_Y5Z0U8J1";60;2;"normal";1035.71238484633;0.266761167936751;0.383486371817162
"Z4T0N1E5";"ace-exchange";"N60_M2_uniform_Z4T0N1E5";60;2;"uniform";316.280253128321;0.0135930858436041;0.0115647636330873
"Z4T0N1E5";"k-means-exchange";"N60_M2_uniform_Z4T0N1E5";60;2;"uniform";311.399797262489;0.00101788272731937;0.0337940564472305
"Z4T0N1E5";"kplus";"N60_M2_uniform_Z4T0N1E5";60;2;"uniform";313.400590457006;0.00237550347810611;0.00236899749268335
"Z4T0N1E5";"random";"N60_M2_uniform_Z4T0N1E5";60;2;"uniform";310.788926380253;0.0905137168825604;0.0361138139396181
